BarIndex,Time,MacroState,ActiveDirection,SequencePhase,SequenceAuthority,MaturityLevel,DominanceScore,DegradationScore,BalanceScore,TransitionScore,AmbiguityScore,SFCStatus,ExpectedNextBehavior,InvalidationCondition
354,"2026-05-14 21:35:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.378,0.884,0.030,0.624,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
355,"2026-05-14 21:40:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.348,0.813,0.028,0.574,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
356,"2026-05-14 21:45:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.370,0.898,0.025,0.629,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
357,"2026-05-14 21:50:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.340,0.826,0.023,0.578,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
358,"2026-05-14 21:55:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.313,0.760,0.021,0.532,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
359,"2026-05-14 22:00:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.288,0.700,0.020,0.489,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
360,"2026-05-14 22:05:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.315,0.794,0.018,0.550,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
361,"2026-05-14 22:10:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.290,0.730,0.017,0.506,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
362,"2026-05-14 22:15:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.317,0.822,0.015,0.566,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
363,"2026-05-14 22:20:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.291,0.756,0.014,0.520,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
364,"2026-05-14 22:25:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.318,0.845,0.013,0.579,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
365,"2026-05-14 22:30:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.343,0.928,0.012,0.633,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
366,"2026-05-14 22:35:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.315,0.854,0.011,0.582,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
367,"2026-05-14 22:40:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.290,0.785,0.010,0.535,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
368,"2026-05-14 22:45:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.267,0.722,0.009,0.493,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
369,"2026-05-14 22:50:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.245,0.665,0.009,0.453,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
370,"2026-05-14 22:55:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.276,0.762,0.008,0.517,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
371,"2026-05-14 23:00:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.254,0.701,0.007,0.476,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
372,"2026-05-14 23:05:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.233,0.645,0.007,0.438,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
373,"2026-05-14 23:10:00","Directional","Up","TwoR",0.900,"Resolved",1.000,0.215,0.593,0.006,0.403,"None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
374,"2026-05-14 23:15:00","Unresolved","Up","TwoR",0.900,"Resolved",0.840,0.658,0.846,0.136,0.720,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
375,"2026-05-14 23:20:00","Unresolved","Up","TwoR",0.900,"Resolved",0.903,0.605,0.778,0.125,0.663,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
376,"2026-05-14 23:25:00","Balance","Up","TwoR",0.900,"Resolved",0.961,0.557,0.716,0.115,0.610,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
377,"2026-05-14 23:30:00","Unresolved","Up","TwoR",0.900,"Resolved",0.984,0.562,0.808,0.106,0.661,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
378,"2026-05-14 23:35:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.517,0.744,0.097,0.608,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
379,"2026-05-14 23:40:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.526,0.834,0.089,0.659,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
380,"2026-05-14 23:45:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.484,0.768,0.082,0.607,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
381,"2026-05-14 23:50:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.445,0.706,0.076,0.558,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
382,"2026-05-14 23:55:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.409,0.650,0.070,0.513,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
383,"2026-05-15 00:00:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.427,0.748,0.064,0.572,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
384,"2026-05-15 00:05:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.392,0.688,0.059,0.527,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
385,"2026-05-15 00:10:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.411,0.783,0.054,0.584,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
386,"2026-05-15 00:15:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.378,0.720,0.050,0.538,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
387,"2026-05-15 00:20:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.398,0.813,0.046,0.595,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
388,"2026-05-15 00:25:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.416,0.898,0.042,0.647,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
389,"2026-05-15 00:30:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.433,0.976,0.039,0.695,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
390,"2026-05-15 00:35:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.398,0.898,0.036,0.640,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
391,"2026-05-15 00:40:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.366,0.826,0.033,0.589,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
392,"2026-05-15 00:45:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.337,0.760,0.030,0.541,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
393,"2026-05-15 00:50:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.310,0.699,0.028,0.498,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
394,"2026-05-15 00:55:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.285,0.643,0.026,0.458,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
395,"2026-05-15 01:00:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.312,0.742,0.024,0.522,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
396,"2026-05-15 01:05:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.287,0.682,0.022,0.480,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
397,"2026-05-15 01:10:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.264,0.628,0.020,0.442,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
398,"2026-05-15 01:15:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.293,0.728,0.018,0.506,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
399,"2026-05-15 01:20:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.270,0.669,0.017,0.466,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
400,"2026-05-15 01:25:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.298,0.766,0.016,0.528,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
401,"2026-05-15 01:30:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.274,0.705,0.014,0.486,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
402,"2026-05-15 01:35:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.252,0.648,0.013,0.447,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
403,"2026-05-15 01:40:00","Directional","Up","TwoR",0.900,"Resolved",1.000,0.232,0.596,0.012,0.411,"None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
404,"2026-05-15 01:45:00","Directional","Up","TwoR",0.900,"Resolved",1.000,0.214,0.549,0.011,0.379,"None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
